Condition,Noise,S11,S21
M1,0,-4.57519020538 -4.57846606857 -4.58279979679 -4.61950213363 -4.64753884357 -4.93811611081 -4.69472938642 -4.69006962535 -4.75311298955 -4.97237027744 -5.13403070824 -4.99224604226 -5.30753110229 -5.00168308429 -4.98165336183 -5.08227089707 -5.0374751361 -4.96004168122 -4.90844655511 -4.90370864042 -4.92852676239 -4.94567221359 -4.97975962893 -5.00775329974 -5.07727510831 -5.12928105787 -5.17824630773 -5.25681665498 -5.29760560343 -5.3127477008 -5.337000134 -5.37920863543 -5.39610903782 -5.43306519657 -5.45337327762 -5.51348005427 -5.56816566072 -5.57464851243 -5.59903366149 -5.6203660441 -5.64084331754 -5.66956152281 -5.72960657858 -5.79596216201 -5.83615487578 -5.90276386854 -5.95518256566 -6.01201081186 -6.09532057929 -6.13057945241 -6.19245232451 -6.28124560015 -6.3336202283 -6.40000021852 -6.45756060482 -6.55007590969 -6.62927700731 -6.73693683507 -6.79217095917 -6.89238896017 -6.97987815047 -7.09369919839 -7.24828842977 -7.29511894951 -7.38585102128 -7.50128223774 -7.61034903739 -7.65900125767 -7.60946369417 -7.68650440203 -7.7118914446 -7.85390860965 -8.0452920237 -8.21139922466 -8.35099579664 -8.53526430059 -8.67910370683 -8.9388798354 -9.18086175659 -9.25975726333 -9.63028951602 -9.81367476917 -10.0076171982 -9.97786172914 -10.2121079547 -10.2601946197 -10.1437008007 -10.2869235849 -10.3284504528 -10.5909760974 -10.7943791793 -10.8327170689 -10.738828036 -10.5979374253 -10.5601382087 -10.4198243318 -10.3773369124 -10.2727322489 -10.256643311 -10.1735988366 -10.0373292507 -9.94527423305 -10.0156159934 -9.91550130479 -9.84979000228 -9.81077309645 -9.77589126966 -9.86226210872 -9.89246500026 -9.87755848641 -10.0558382637 -10.1754412156 -10.268975268 -10.4745668054 -10.5676461307 -10.5852401881 -10.8678515085 -10.9235834616 -10.906985559 -11.0115435517 -10.9843030575 -11.0514406236 -11.236720023 -11.3112011604 -11.5038018677 -11.6949920192 -11.6967688961 -11.8304039646 -12.1029936914 -12.2583276552 -12.2711946021 -12.5506679858 -12.5593594394 -12.8074033666 -13.0391920025 -13.1053121622 -13.3454465088 -13.3628993491 -13.595574899 -13.8798975632 -13.9888064318 -14.2296606672 -14.4419272685 -14.6659700542 -14.846159586 -15.0730834637 -15.3076826411 -15.5752287252 -15.649454481 -16.0086121953 -16.4508176703 -16.7290491329 -17.0034644976 -17.2488461703 -17.534596244 -17.4250332478 -17.7811782756 -17.9424686941 -18.2330964954 -18.4107377909 -18.628366607 -18.9353264622 -19.2990292285 -19.5826051609 -19.8434898507 -19.7644965718 -19.8202845829 -19.8119308755 -19.6782342672 -19.4785478704 -19.1921421404 -19.1679076372 -19.2385459594 -18.9386589115 -19.1766271888 -19.1791362314 -19.2627884058 -19.2170640328 -19.0915788737 -19.1538686072 -18.8868264974 -18.6948115226 -18.1756906148 -17.9890252934 -17.5309455487 -17.1991507876 -17.2187410756 -17.0122233987 -16.6428078556 -16.6506928405 -16.4999483907 -16.4895690865 -16.3484422577 -16.3955860125 -16.5368329891 -16.4103657549 -16.7235621471 -16.8835100288 -16.968672114 -16.9584462226 -17.2041496975,-7.75686002278 -7.75374261455 -7.78281429243 -7.84138586555 -7.87254082177 -8.37701495834 -7.93852504341 -7.92497726796 -8.01814915356 -8.3798262874 -8.73197330984 -8.46129471945 -8.99141057947 -8.5133561917 -8.44845212923 -8.57651112934 -8.51002091849 -8.36951042893 -8.29985183278 -8.25513065559 -8.25397437067 -8.27875637679 -8.31542820655 -8.33673506571 -8.39244905168 -8.45583128436 -8.49311605345 -8.62263895011 -8.65916286388 -8.6854341193 -8.69070233432 -8.70745501792 -8.74261740416 -8.7647543741 -8.73674159663 -8.77801403596 -8.82091025919 -8.85162717853 -8.90163895584 -8.90231772006 -8.88919216229 -8.88877430761 -8.89947771568 -8.90485823588 -8.92778131023 -8.97902604823 -8.99154395244 -9.02229741334 -9.03945469214 -9.02878302622 -9.0217705705 -9.04804562682 -9.07527528002 -9.07373785486 -9.06013504956 -9.05777717656 -9.03542725734 -9.04888236602 -9.05212162118 -9.0687035464 -9.03150225792 -9.02526418967 -8.99445289928 -8.98113215446 -8.91752927147 -8.88878171345 -8.90011082218 -8.86145103744 -8.80523453573 -8.85501806905 -8.82551329076 -8.82964194809 -8.75893651345 -8.69024803852 -8.57006474233 -8.43570903873 -8.36220988934 -8.21959435628 -8.18885908469 -8.08608192441 -7.89256638784 -7.70106278023 -7.51078187171 -7.5862993191 -7.43539562711 -7.38508604564 -7.42841438671 -7.49108778538 -7.4357887876 -7.29406288565 -7.09624190073 -6.94351557246 -6.94629227201 -6.93489172167 -6.96966224792 -6.99802492685 -7.01323488963 -7.02222957127 -6.99128636795 -7.09773276912 -7.14702613425 -7.18423326779 -7.17000547078 -7.17920134936 -7.27057153714 -7.38308611356 -7.40929018295 -7.48632812105 -7.53074191568 -7.58444474735 -7.68181366552 -7.77567695405 -7.8328279013 -7.89550537632 -7.9001981221 -7.87817049441 -7.8900837043 -7.87172783591 -7.8527067534 -7.84652653506 -7.84024310213 -7.84414218758 -7.88205611096 -7.98321409287 -8.06909581088 -8.12603662238 -8.14347645563 -8.21072218959 -8.23824568357 -8.24861574095 -8.21322118322 -8.29784453756 -8.26774169869 -8.3055935222 -8.29139107443 -8.32641887847 -8.37269429387 -8.34739364975 -8.34206553537 -8.40740736477 -8.38074446823 -8.45770017237 -8.42484450499 -8.41793713259 -8.39002947744 -8.42115523503 -8.48255019221 -8.54917638535 -8.54490633227 -8.57453134262 -8.57541185466 -8.61157558885 -8.65953984026 -8.72255505278 -8.74613797584 -8.72341111527 -8.81633252679 -8.81398437679 -8.85597735995 -8.81568092327 -8.83860590536 -8.84234205052 -8.88366454304 -8.83800781377 -8.83263490825 -8.84855435742 -8.85078424805 -8.88028472025 -8.85554778041 -8.96548518578 -9.01997303723 -9.04205878103 -9.09721017143 -9.06168266081 -9.10986518203 -9.1164207191 -9.13087139017 -9.08897473749 -9.07477025757 -9.09351760406 -9.0773407377 -9.09312069951 -9.1265383375 -9.16000891615 -9.11542517357 -9.13566242302 -9.08560280155 -9.06959720813 -9.09995857971 -9.15358789159 -9.12225314029 -9.15445980997 -9.19618683609 -9.26575311428 -9.30417513776 -9.3293647605 -9.37931689198 -9.32527420849 -9.38092991013 -9.39868621902 -9.41423774828
M1,0,-4.61906228751 -4.60399110069 -4.61614521847 -4.66240183685 -4.68589768406 -5.05165013471 -4.74184837348 -4.76051892271 -4.82151051441 -5.04524733186 -5.31097287667 -5.18885323249 -5.47063010237 -5.03890736673 -5.04931839849 -5.18072691419 -5.16183347622 -5.05435635956 -4.98892533221 -4.99004626595 -5.01550092867 -5.03929842948 -5.06554925473 -5.11286162682 -5.19498605773 -5.25228230007 -5.31373246522 -5.40407996566 -5.43962999921 -5.4477927304 -5.47158853794 -5.52079960971 -5.52186540693 -5.57979382003 -5.60396383526 -5.66508045423 -5.73463040368 -5.74072126815 -5.76685028618 -5.78134072621 -5.80147808369 -5.84844252036 -5.90171186243 -5.97838387222 -6.04311473669 -6.09948995319 -6.1547156291 -6.23440169117 -6.2947664648 -6.36008384055 -6.42838863422 -6.53248090237 -6.59851773559 -6.65911744164 -6.72289003789 -6.84086123182 -6.9289055296 -7.03431402557 -7.1037743218 -7.22635274029 -7.32063700348 -7.44359348546 -7.57555924819 -7.69028970132 -7.71097256303 -7.82956745219 -7.97174521572 -8.06066507844 -8.11298001444 -8.37678926361 -8.47438854863 -8.6430876988 -8.82789623464 -9.11075251562 -9.30514856178 -9.40691457019 -9.68690377626 -9.96122416981 -10.2589639386 -10.3942871208 -10.8004661611 -11.0916444877 -11.248554225 -11.2255783994 -11.4705242284 -11.4602395995 -11.2057111931 -11.2985464548 -11.3963552719 -11.6340870068 -11.8317258641 -11.748251764 -11.6881738356 -11.562377311 -11.3616850197 -11.1014369985 -11.1366127513 -10.9180334895 -10.7708381735 -10.6414387779 -10.510255449 -10.5209232349 -10.5012457484 -10.383629136 -10.3920927426 -10.3673605904 -10.4122954672 -10.4484668824 -10.4582399408 -10.5297610877 -10.763218775 -10.8693156745 -10.9209329282 -11.1123240037 -11.2112979442 -11.2751023579 -11.4953521297 -11.5621316132 -11.5781149101 -11.6463412369 -11.6422472977 -11.7444708053 -11.9020196113 -11.8908299437 -11.9615963042 -12.2042748773 -12.2537870544 -12.3760827862 -12.5743806352 -12.8146228617 -12.9333336464 -13.2507396682 -13.2311286207 -13.4656185727 -13.5795656077 -13.7183300754 -13.8580519678 -14.0592035099 -14.0984172273 -14.4381642122 -14.6119145395 -14.9320568715 -15.3272399185 -15.4467351392 -15.8332496759 -15.8472390461 -16.2097741635 -16.432319378 -16.4919101988 -16.7209865456 -17.1265435829 -17.4018559625 -17.6946763756 -17.9971027968 -18.2811325209 -18.2719795208 -18.6483612364 -19.1680126105 -19.4102397284 -19.9366713449 -20.2851281506 -20.3889722123 -20.9727524773 -21.4217224075 -22.0451357831 -22.2308027109 -22.4345595403 -22.764713491 -22.7959231232 -22.5671620942 -22.3312705374 -22.1248660725 -22.4223434411 -22.2573562033 -22.7048907032 -22.9761732212 -23.1249167854 -23.0616860061 -23.6242326379 -23.389964652 -23.331122017 -23.0361506534 -22.2033494616 -22.0592143019 -21.9495312702 -21.5052385289 -21.3153731738 -20.8583329413 -20.7438131653 -20.569504506 -20.7101960398 -20.8187001251 -20.5839571862 -20.927250805 -21.1286752212 -21.3716794709 -21.7923295244 -22.2883454634 -22.2585241706 -22.1260095213 -22.8394827421,-7.71522166638 -7.71586734608 -7.7420819728 -7.80651973096 -7.85276829248 -8.43627588493 -7.92074225861 -7.94534185318 -8.0173151086 -8.35783282757 -8.86943584669 -8.64413998259 -9.12513919777 -8.43281240734 -8.41654911654 -8.60158509324 -8.54968906105 -8.38743765051 -8.28471147178 -8.24599516713 -8.25188752266 -8.28228320469 -8.32230889503 -8.34682470778 -8.41065363809 -8.48601080749 -8.53661289658 -8.67211265892 -8.70212698372 -8.71191336783 -8.72239563489 -8.75123782509 -8.7475023212 -8.78629821081 -8.75645169278 -8.79742060129 -8.86018523144 -8.87841863871 -8.93323641062 -8.93457589288 -8.92692563492 -8.92547655405 -8.9381698737 -8.94967986669 -8.98834724282 -9.03321525659 -9.05034003835 -9.08592459529 -9.10490365291 -9.09194469577 -9.09073432722 -9.12472129289 -9.14585191616 -9.1484702027 -9.13622658203 -9.13309278842 -9.11468093481 -9.14010750137 -9.14296312035 -9.1607550135 -9.13154378651 -9.13310453387 -9.11311932959 -9.06489473574 -9.04526196652 -9.02967261715 -9.06955718064 -9.06281517121 -8.97171027148 -8.89379977302 -8.79307485561 -8.74727028803 -8.66161227039 -8.53577861383 -8.41866412938 -8.26188120469 -8.19987411101 -7.99879910264 -7.98888725279 -7.90905379497 -7.68195216676 -7.44164116592 -7.25601534687 -7.33547053459 -7.19071710048 -7.17114894187 -7.31038064399 -7.30159040798 -7.2948572562 -7.18790255997 -6.96345360531 -6.8853345317 -6.88658620084 -6.85378119806 -6.85148159241 -6.93115964447 -6.95664124354 -6.9472777664 -6.9491249027 -7.10656844546 -7.22665367322 -7.23914791537 -7.24335634576 -7.27443293271 -7.3918395587 -7.50298757323 -7.53418079054 -7.65114106811 -7.66908800935 -7.76289973298 -7.79223534728 -7.85111086498 -7.88890374195 -7.95854213424 -7.96952185577 -7.94919570582 -7.97622645656 -7.98779774335 -7.99077551794 -7.93262540606 -7.9198485195 -7.88391858906 -7.9247383349 -8.02495443605 -8.12152625012 -8.1895578904 -8.24431943036 -8.30455390245 -8.35943472993 -8.34666937579 -8.39472169933 -8.46200143356 -8.42527698898 -8.48545205819 -8.45334858847 -8.48679012782 -8.53864116794 -8.53860009541 -8.5267872106 -8.54846329578 -8.5617489262 -8.59914495523 -8.61156337299 -8.63082620517 -8.54480797683 -8.60154715082 -8.63190911978 -8.73289759894 -8.74135081055 -8.77304766417 -8.78106096359 -8.8449698552 -8.84929501857 -8.87289506307 -8.88564431479 -8.92303424475 -8.97988558551 -8.91961355279 -9.00420992126 -8.91593528425 -8.96199474655 -8.97600955634 -9.02947767833 -9.02033080459 -8.95379796781 -8.94067533114 -8.95743323893 -8.98016845028 -8.95544094244 -9.01416962857 -9.16274648478 -9.12156631065 -9.16768362805 -9.20771146863 -9.26457505218 -9.26575703744 -9.27204329548 -9.23735119507 -9.21944950309 -9.23275505027 -9.16526594488 -9.17256902892 -9.17882036228 -9.25617225234 -9.23737032584 -9.24165915915 -9.1177544347 -9.16113674244 -9.12618979249 -9.20835073708 -9.2561525191 -9.23967118996 -9.26783052067 -9.31894928747 -9.33434076449 -9.27128304758 -9.35662665441 -9.33660872732 -9.37846344627 -9.42873851673 -9.46746535959
M1,0,-4.52376164167 -4.52579449702 -4.53421655391 -4.58656631324 -4.60812550857 -4.97264972723 -4.66636968965 -4.6765398704 -4.73736753621 -4.94455883771 -5.24529382014 -5.20103796935 -5.31523648195 -4.94003918832 -4.97389869362 -5.1042939139 -5.10085792117 -4.95522278451 -4.88631867972 -4.8986233386 -4.91829971052 -4.92592088348 -4.96116720003 -5.00897435579 -5.08447025756 -5.1605866499 -5.20599857697 -5.29973729228 -5.33113583144 -5.332554029 -5.34859112544 -5.39907690395 -5.39873576192 -5.44735828759 -5.46392133285 -5.5175203705 -5.5860632402 -5.59192123285 -5.62641896448 -5.63774564448 -5.6469941862 -5.7003448604 -5.75317737174 -5.82021252006 -5.87788450911 -5.94795746769 -5.98906841555 -6.05485960709 -6.12251981537 -6.17553332239 -6.24167605062 -6.32963260872 -6.41024793015 -6.46454430028 -6.53637244028 -6.63243519222 -6.73255330662 -6.82817276766 -6.91269816702 -7.01964240132 -7.11018649576 -7.2240951449 -7.3648120014 -7.42011298156 -7.46606049385 -7.6585385786 -7.78783563949 -7.77300109166 -7.92424252792 -8.10398267396 -8.19184976849 -8.36438463713 -8.59206693253 -8.76601933626 -9.0311674427 -9.15038154044 -9.43503016088 -9.60123640664 -9.89153208312 -10.0689802176 -10.4148623339 -10.7793125397 -10.8896646202 -10.8044087459 -11.0216809574 -10.9131921655 -10.7557502983 -10.9835863263 -11.0128817302 -11.1801130127 -11.4701740322 -11.4767667763 -11.3297024676 -11.2528524327 -11.031731396 -10.9116704859 -10.8533063995 -10.7675646471 -10.5867518903 -10.4171573103 -10.376227463 -10.3340365573 -10.2974107496 -10.1897143672 -10.2724816521 -10.2671434335 -10.2109423945 -10.2481606531 -10.3214338721 -10.3340575844 -10.4891645972 -10.6478012573 -10.7671062484 -10.9015630849 -11.0456585318 -11.0123732559 -11.2883872622 -11.3333028083 -11.20249534 -11.3354801645 -11.3799895234 -11.3725456604 -11.5102785256 -11.6415319492 -11.6825668545 -11.9058014121 -11.9253092327 -12.0866218161 -12.1919815946 -12.4704406255 -12.5419989733 -12.7018932085 -12.6935529884 -12.8983080519 -13.1765713743 -13.1396627572 -13.4069526401 -13.4847551036 -13.5774192234 -13.9566513647 -14.0200030302 -14.2698799052 -14.7632882796 -14.8224158093 -15.1017939068 -15.0705034841 -15.3412888826 -15.4453169855 -15.5363584268 -15.861760938 -16.3314658005 -16.3408725245 -16.7187248001 -16.8652261491 -16.9996891816 -17.0860376248 -17.4184688804 -17.8226705547 -17.9480166967 -17.9839167377 -18.5478303466 -18.5335143984 -19.0351601707 -19.6709718687 -20.1532590442 -20.0224619596 -20.1616744169 -20.434804934 -20.3542357922 -20.3202222984 -20.045402208 -19.8599162595 -20.1611632201 -20.122436537 -20.7786347229 -21.1536137244 -21.1962772179 -21.1632448654 -21.5466762688 -21.9142421614 -21.5077115993 -21.4949134837 -21.3294288356 -21.053645455 -20.5468041247 -20.1996646855 -20.0845433368 -19.9281536945 -19.6971043789 -19.7993211993 -19.682664402 -19.7861951147 -19.8519779364 -20.0305607745 -20.424795689 -20.5364809327 -21.2356603546 -21.7937323 -21.8527126957 -21.8734587085 -21.7479103424,-7.81918314265 -7.82984427195 -7.85588213072 -7.92931712329 -7.95315542848 -8.55749759955 -8.03970234171 -8.05150307649 -8.13124398381 -8.45902324209 -9.02322372305 -8.92760354341 -9.1320342486 -8.53177779918 -8.53009614283 -8.73878515802 -8.71500684949 -8.50245941601 -8.39416890885 -8.37205584991 -8.3716794502 -8.39103261111 -8.42953324148 -8.45775819846 -8.52992321522 -8.61052691838 -8.64826550805 -8.79914592641 -8.82166340139 -8.81974911338 -8.83095796451 -8.84865737811 -8.84046832349 -8.88170069133 -8.85622157192 -8.89123217531 -8.96465203693 -8.98520935351 -9.0351798947 -9.03290145025 -9.02791692843 -9.03140562282 -9.04315453909 -9.05422601975 -9.09485644064 -9.13710713141 -9.14421688099 -9.18356235659 -9.20227121099 -9.19052384686 -9.18340777106 -9.22005734406 -9.24861946705 -9.24343878459 -9.23348087121 -9.22455405631 -9.20690229134 -9.22956127699 -9.23740279215 -9.24908292815 -9.22042472412 -9.20943599484 -9.19491230456 -9.15014603482 -9.11182092248 -9.12890424494 -9.12609277393 -9.13871167703 -9.01267165821 -8.9373479369 -8.84258008211 -8.79787438123 -8.6994908723 -8.57338386627 -8.43794470896 -8.27104723069 -8.20086558304 -8.03440275033 -8.01468784178 -7.91993436669 -7.73383117319 -7.49269332159 -7.30122469585 -7.35985661075 -7.28593688468 -7.26510135325 -7.40433351948 -7.35873088826 -7.39355324611 -7.31595083747 -7.12074139737 -6.9725692038 -6.99608480315 -6.8919169969 -6.92713725413 -7.05913981476 -7.05312564562 -6.96040783281 -6.98379319788 -7.19258863639 -7.31877903797 -7.31560268443 -7.29930832839 -7.35373976534 -7.44684152148 -7.50050981121 -7.53809703526 -7.64800750744 -7.64699038307 -7.70855628952 -7.77865175926 -7.86642465976 -7.92234704359 -7.9850738314 -7.97778244042 -7.9743989314 -7.9812194027 -7.94673929708 -7.96824071835 -7.9824001571 -7.94174657169 -7.94273137274 -8.00285124841 -8.09749439908 -8.19320432385 -8.28583819975 -8.34399970812 -8.38949396858 -8.4122329863 -8.47522912922 -8.46767262987 -8.52650896711 -8.51117831526 -8.53240221877 -8.52791717816 -8.54895156546 -8.61362812872 -8.6262686603 -8.63043847187 -8.63405716684 -8.66899475748 -8.74753030415 -8.73266786666 -8.72684510965 -8.66634189029 -8.73557208537 -8.75124984788 -8.83255087505 -8.86460848667 -8.89457045034 -8.93597945862 -8.9796902871 -8.96429446877 -9.00141444153 -9.00914379461 -9.04162354742 -9.06133937491 -9.06247563869 -9.10015552694 -9.07460395718 -9.07140976277 -9.11034293482 -9.15301040165 -9.15526325672 -9.08044849325 -9.09376965877 -9.10446675369 -9.14061397272 -9.14874673299 -9.19547553542 -9.30065415506 -9.33604055097 -9.41717083368 -9.36090963344 -9.44927983841 -9.4190555538 -9.4382704207 -9.43205033247 -9.3942512215 -9.38021493726 -9.33225521349 -9.35712978805 -9.38112608964 -9.38870524825 -9.44925437908 -9.45671042849 -9.35541098326 -9.40186841615 -9.36277873033 -9.40931096712 -9.53385355501 -9.41983001405 -9.44474881068 -9.53872026825 -9.55686523872 -9.51792468926 -9.55031810801 -9.56603798492 -9.5838368239 -9.62911880189 -9.66831957981
M1,0,-4.62920057998 -4.6239907406 -4.63355231284 -4.69639522948 -4.70554615488 -5.07924263088 -4.76255073743 -4.7642363192 -4.84238828708 -5.04915354496 -5.33234593451 -5.39110270234 -5.39472426155 -5.07560263698 -5.10628104042 -5.23804845674 -5.21673411611 -5.05639880822 -4.9911983739 -5.01375729481 -5.03215498836 -5.0461416791 -5.07822080438 -5.11964462161 -5.19793450204 -5.26832026105 -5.32246609685 -5.42230377143 -5.44171852569 -5.44877602021 -5.46504561471 -5.51578296195 -5.52662964036 -5.55172600065 -5.58729408002 -5.653242623 -5.72012487545 -5.73544429164 -5.75509434837 -5.77474762411 -5.79236202171 -5.83009794551 -5.89330845116 -5.9573698326 -6.02074630372 -6.08759823087 -6.12229837593 -6.19398526151 -6.26943802592 -6.34461923437 -6.40704912054 -6.48658550454 -6.57948793411 -6.63113630217 -6.69623973549 -6.80269611256 -6.9044614533 -7.00979753814 -7.10237679837 -7.20700482965 -7.29628173127 -7.42389056206 -7.52580495442 -7.63242222955 -7.69649649338 -7.82196338908 -7.99615466575 -8.01707179582 -8.11638531354 -8.3351175394 -8.49208081226 -8.64171215175 -8.8686647646 -9.07172499834 -9.25739611229 -9.41172303531 -9.65705923624 -9.91271453957 -10.0779898531 -10.3441039935 -10.6001657734 -11.0416432301 -11.1751588012 -11.1764687523 -11.1361299084 -11.1464960127 -11.0373651876 -11.3589527081 -11.237957658 -11.343037946 -11.6983088183 -11.7664303089 -11.5902332993 -11.5494607928 -11.3827537067 -11.2477745708 -11.4557910248 -11.158893812 -10.9271118334 -10.6525471113 -10.6877083609 -10.6283205081 -10.6487904022 -10.4995454147 -10.6556348361 -10.6042793242 -10.5025431137 -10.5474538095 -10.6462131358 -10.7635777997 -10.9520427331 -11.1084003247 -11.1039644556 -11.2972837821 -11.4431202353 -11.4378696535 -11.6800908014 -11.6910905081 -11.7246456451 -11.7628899049 -11.8289219335 -11.9288038817 -11.9655992488 -12.1228970413 -12.2241676726 -12.3155085184 -12.4417994203 -12.4001434583 -12.8179409887 -13.0316736991 -13.0680669291 -13.327695621 -13.4285777338 -13.5307815727 -13.8652539519 -13.8919209518 -13.997404319 -14.1128263259 -14.3196031151 -14.6656527611 -14.8076099736 -15.1004448836 -15.4889793411 -15.7214554506 -15.8481980005 -15.9259179332 -16.2368844083 -16.3578152597 -16.4174508777 -16.6265755777 -17.2011985317 -17.2262851294 -17.747926954 -17.8341303189 -18.1126427657 -18.1316828039 -18.5962380822 -19.0228375547 -19.32187491 -19.6182577272 -19.8171999637 -20.0650803639 -20.6141297214 -21.4299277662 -21.7079554639 -21.8418431167 -22.3316438049 -22.6260777538 -22.2115012464 -22.1830406039 -21.766653519 -21.6506258962 -22.2938289299 -21.8497124689 -22.7185565421 -22.9534795176 -23.5075752544 -23.2832351457 -23.3893375884 -23.5108496726 -23.1768649817 -23.2170906434 -22.7417421551 -22.446281442 -21.8938484386 -21.288082072 -21.4382956321 -21.1205745023 -20.9741028666 -21.2485703469 -21.169697782 -21.4377685969 -21.3869210103 -21.6851677204 -22.1949449639 -22.0913012012 -23.2090777981 -23.539068901 -23.5502637209 -24.1351682597 -24.5577728191,-7.66894711338 -7.68736322423 -7.70824122315 -7.78805849309 -7.80288645025 -8.39198671273 -7.89119562828 -7.88261717219 -7.9773362432 -8.2942930702 -8.78548756301 -8.88970182657 -8.87887820831 -8.39127270655 -8.40597410628 -8.5809523274 -8.5449424147 -8.3246656255 -8.22067330591 -8.20838988836 -8.21047907861 -8.22613772344 -8.25588235089 -8.29504513759 -8.35413144438 -8.44364051104 -8.47873117852 -8.62847051508 -8.63931109192 -8.63987172862 -8.64328514418 -8.67270757123 -8.65365559265 -8.6794286799 -8.66369601579 -8.70034791407 -8.76604473493 -8.79945662191 -8.84567960976 -8.84073547113 -8.82929903368 -8.83019446355 -8.84869018947 -8.85443873864 -8.89016404979 -8.93235589389 -8.94102030437 -8.97604212408 -8.99623153784 -8.98696352909 -8.97948816195 -9.00877960058 -9.03700147955 -9.03371336246 -9.02499979278 -9.01675297724 -8.99662616129 -9.0183728955 -9.03125794785 -9.03737856084 -9.01498947585 -9.00171272168 -9.00663206223 -8.95755686442 -8.90381468866 -8.88323498157 -8.91267443933 -8.91121177521 -8.82403850516 -8.76025332362 -8.64493781412 -8.62056140769 -8.52174755326 -8.38171298326 -8.25334113004 -8.12434974097 -8.03779619737 -7.91592304892 -7.93802257592 -7.79448187664 -7.61875046894 -7.37049628396 -7.18330496726 -7.22068145056 -7.22172842923 -7.21743788761 -7.30679676626 -7.19371759109 -7.2943608262 -7.21209604229 -7.05223922973 -6.9096599575 -6.92303292908 -6.8162026693 -6.88956049203 -6.95975394082 -6.89056680154 -6.80187547462 -6.89008047627 -7.05211467691 -7.20208429488 -7.19703822492 -7.15926224213 -7.2657045122 -7.32270915465 -7.36706483907 -7.39518719611 -7.52571114785 -7.55587594591 -7.62394405943 -7.65130904029 -7.733134744 -7.7854763185 -7.86223536881 -7.85166964745 -7.82426327085 -7.84831767995 -7.81073025445 -7.81639194385 -7.84268121269 -7.82375403868 -7.83294027053 -7.83285426075 -7.97382007759 -8.05729488352 -8.14632011058 -8.21338627043 -8.27898483935 -8.32541549813 -8.32689542 -8.33212490913 -8.42285990111 -8.41254214754 -8.44297018578 -8.42475643441 -8.48993411658 -8.51863898792 -8.49309805829 -8.50164573392 -8.51330142076 -8.57107483574 -8.60549464429 -8.62158037299 -8.64581639587 -8.58773057197 -8.6205624268 -8.66750599957 -8.70116235503 -8.76033871552 -8.78278838853 -8.81151457304 -8.85370780948 -8.84961382487 -8.89053239279 -8.87372068824 -8.90963003378 -8.97636627688 -8.98183895316 -8.98277116255 -8.96411903747 -8.9801400138 -9.01874670645 -9.02926135664 -9.00209268083 -8.95535293195 -8.98653785785 -9.00724947044 -9.01119626903 -9.0044139315 -9.08902875344 -9.18024109157 -9.25860393514 -9.24870954498 -9.22534471316 -9.3136562135 -9.27962371261 -9.26727344785 -9.22708499023 -9.23162657037 -9.22469086604 -9.19086716648 -9.20762863894 -9.21600622335 -9.26094149273 -9.30846908536 -9.31134234381 -9.23545447879 -9.25795675339 -9.31185763767 -9.32496284615 -9.35010188777 -9.28870841198 -9.29660900661 -9.39477002537 -9.45408986662 -9.44707716117 -9.50303217012 -9.4579226863 -9.54709176914 -9.60896510994 -9.64028971245
